,full_address,neighborhood,nid,sale_price,prediction,difference,pred_percent,shap
299,"47 Middlefield Dr, San Francisco, CA 94132",3 - Lake Shore,3010,1270000,1144237,-125762,-0.10990904856249187,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1094901 2: baths = 1.0 
300,"1638 28th Ave, San Francisco, CA 94122",2 - Central Sunset,2050,1500000,1389556,-110443,-0.07948078378993002,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1358642 2: baths = 1.0 
301,"126 Middlefield Dr, San Francisco, CA 94132-1416",3 - Lake Shore,3010,1788000,1373606,-414393,-0.30168257855600517,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1271948 2: latitude = 37.731827 
302,"2522 29th Ave, San Francisco, CA 94116",2 - Parkside,2040,1800000,1572240,-227759,-0.14486274360148577,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1485559 2: nid = 2040 
303,"1763 28th Ave, San Francisco, CA 94122",2 - Central Sunset,2050,1325000,1322864,-2135,-0.0016139225196240884,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1184300 2: baths = 1.0 
304,"2422 Pacheco St, San Francisco, CA 94116-1150",2 - Parkside,2040,1759500,1590135,-169364,-0.10650919576010842,Pros - 1: year_sold = 2018 2: baths = 3.0   Cons - 1: comp_price = 1478815 2: nid = 2040 
305,"1350 27th Ave, San Francisco, CA 94122",2 - Central Sunset,2050,1550000,1601930,51930,0.03241714681665241,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1418889 2: nid = 2050 
306,"2217 28th Ave, San Francisco, CA 94116",2 - Parkside,2040,1430000,1475632,45632,0.03092369913365934,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: baths = 1.0 2: comp_price = 1508933 
307,"689 26th Ave, San Francisco, CA 94121",1 - Central Richmond,1010,1250000,1281916,31916,0.024897107142745702,Pros - 1: year_sold = 2018 2: latitude = 37.776559999999996   Cons - 1: comp_price = 1115227 2: baths = 1.0 
308,"1715 Wawona St, San Francisco, CA 94116",3 - Pine Lake Park,3030,1390000,1299175,-90824,-0.06990898069928993,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1214462 2: baths = 1.0 
309,"863 26th Ave, San Francisco, CA 94121",1 - Central Richmond,1010,2500000,1831567,-668432,-0.36495088631756306,Pros - 1: year_sold = 2018 2: comp_price = 1849048   Cons - 1: rooms = 9.0 2: nid = 1010 
310,"101 25th Ave, San Francisco, CA 94121",1 - Lake Street,1040,1350000,1250221,-99778,-0.07980828989434668,Pros - 1: year_sold = 2018 2: latitude = 37.787464   Cons - 1: comp_price = 920745 2: lot_sf = 810.0 
311,"125 25th Ave, San Francisco, CA 94121",1 - Lake Street,1040,2778750,2534881,-243868,-0.09620491060527102,Pros - 1: comp_price = 2490425 2: year_sold = 2018   Cons - 1: nid = 1040 2: longitude = -122.48525 
312,"2527 28th Ave, San Francisco, CA 94116",2 - Parkside,2040,1630000,1367024,-262975,-0.192370433876801,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1294996 2: nid = 2040 
313,"1734 27th Ave, San Francisco, CA 94122",2 - Central Sunset,2050,1480000,1377084,-102915,-0.07473400315449166,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1196591 2: baths = 1.0 
314,"15 Sea Cliff Ave, San Francisco, CA 94121",1 - Sea Cliff,1060,4800000,3087282,-1712717,-0.5547653243208751,Pros - 1: comp_price = 3342700 2: year_sold = 2018   Cons - 1: nid = 1060 2: beds = 5 
315,"2238 Kirkham St, San Francisco, CA 94122",2 - Central Sunset,2050,1148888,1591739,442851,0.2782183511241479,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: nid = 2050 2: comp_price = 1548636 
316,"1251 26th Ave, San Francisco, CA 94122",2 - Central Sunset,2050,2528000,2173806,-354193,-0.16293680300818011,Pros - 1: year_sold = 2018 2: baths = 5.5   Cons - 1: rooms = 9.0 2: beds = 5 
317,"558 25th Ave, San Francisco, CA 94121",1 - Central Richmond,1010,1702000,1743259,41259,0.023667739561361794,Pros - 1: year_sold = 2018 2: latitude = 37.77895   Cons - 1: nid = 1010 2: rooms = 8.0 
318,"1357-1359 26th Ave, San Francisco, CA 94122-1526",2 - Central Sunset,2050,3168000,3266629,98629,0.03019289916302096,Pros - 1: comp_price = 3707922 2: year_sold = 2018   Cons - 1: rooms = 10.5 2: beds = 5 
319,"2631 Ulloa St, San Francisco, CA 94116",2 - Parkside,2040,1050000,1220466,170466,0.1396728790478391,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1144163 2: lot_sf = 1500.0 
320,"2255 27th Ave, San Francisco, CA 94116",2 - Parkside,2040,1358000,1555943,197943,0.12721738521269738,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1526573 2: nid = 2040 
321,"177 Meadowbrook Dr, San Francisco, CA 94132",3 - Lake Shore,3010,1550000,1345576,-204423,-0.1519222994464824,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1375174 2: latitude = 37.731359999999995 
322,"1449 26th Ave, San Francisco, CA 94122",2 - Central Sunset,2050,1560000,1405338,-154661,-0.1100525282885683,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1359086 2: baths = 1.0 
323,"2307 27th Ave, San Francisco, CA 94116",2 - Parkside,2040,1350000,1346836,-3163,-0.0023484670739421874,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1306459 2: baths = 1.0 
324,"1551 26th Ave, San Francisco, CA 94122",2 - Central Sunset,2050,1705000,1511566,-193433,-0.12796861003753723,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1434376 2: nid = 2050 
325,"1539 26th Ave, San Francisco, CA 94122-3217",2 - Central Sunset,2050,1520000,1424552,-95447,-0.06700141518175538,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1326814 2: baths = 1.0 
326,"882 25th Ave, San Francisco, CA 94121",1 - Central Richmond,1010,1800000,1822786,22786,0.012500644617634763,Pros - 1: year_sold = 2018 2: comp_price = 1871855   Cons - 1: nid = 1010 2: lot_sf = 2038.0 
327,"151 24th Ave, San Francisco, CA 94121",1 - Lake Street,1040,4950000,6347807,1397807,0.22020313472038452,Pros - 1: comp_price = 8219699 2: year_sold = 2018   Cons - 1: rooms = 9.5 2: nid = 1040 
328,"2527 27th Ave, San Francisco, CA 94116",2 - Parkside,2040,1100000,1260894,160894,0.12760311334656205,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1168176 2: nid = 2040 
329,"164 24th Ave, San Francisco, CA 94121",1 - Lake Street,1040,4700000,3535781,-1164218,-0.3292675649311991,Pros - 1: comp_price = 4067935 2: year_sold = 2018   Cons - 1: nid = 1040 2: longitude = -122.4841 
330,"2431 Lincoln Way, San Francisco, CA 94122",2 - Central Sunset,2050,1430000,1355200,-74799,-0.05519406729634002,Pros - 1: year_sold = 2018 2: latitude = 37.7651   Cons - 1: comp_price = 1208217 2: baths = 1.0 
331,"1762 26th Ave, San Francisco, CA 94122",2 - Central Sunset,2050,1360000,1711917,351917,0.2055689615793289,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: nid = 2050 2: longitude = -122.48402 
332,"475 24th Ave, San Francisco, CA 94121",1 - Central Richmond,1010,1530000,2012970,482970,0.23992906004560427,Pros - 1: year_sold = 2018 2: comp_price = 2074579   Cons - 1: nid = 1010 2: longitude = -122.48371000000002 
333,"141 Forest View Dr, San Francisco, CA 94132",3 - Lake Shore,3010,1550000,1572559,22559,0.014345407708073275,Pros - 1: year_sold = 2018 2: baths = 3.0   Cons - 1: latitude = 37.731815000000005 2: nid = 3010 
334,"530 24th Ave, San Francisco, CA 94121",1 - Central Richmond,1010,2200000,2066798,-133201,-0.0644480012076652,Pros - 1: year_sold = 2018 2: comp_price = 2112604   Cons - 1: nid = 1010 2: rooms = 8.0 
335,"2138 26th Ave, San Francisco, CA 94116",2 - Parkside,2040,1960000,1861264,-98735,-0.05304728399625201,Pros - 1: year_sold = 2018 2: baths = 5.0   Cons - 1: rooms = 11.0 2: beds = 5 
336,"1447 25th Ave, San Francisco, CA 94122",2 - Central Sunset,2050,1201000,1656582,455582,0.2750132501741538,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: nid = 2050 2: comp_price = 1555326 
337,"6139 California St, San Francisco, CA 94121",1 - Lake Street,1040,2500000,2111274,-388725,-0.1841186885264537,Pros - 1: year_sold = 2018 2: comp_price = 2278183   Cons - 1: nid = 1040 2: lot_sf = 1875.0 
338,"2451 26th Ave, San Francisco, CA 94116",2 - Parkside,2040,1725000,1636405,-88594,-0.05413940925382164,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: nid = 2040 2: beds = 4 
339,"2523 26th Ave, San Francisco, CA 94116",2 - Parkside,2040,1200000,1289179,89179,0.06917503310246288,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1228789 2: baths = 1.0 
340,"19 Inverness Dr, San Francisco, CA 94132",3 - Lake Shore,3010,1340000,1412701,72701,0.051462411366594914,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1407043 2: latitude = 37.733856 
341,"129 Inverness Dr, San Francisco, CA 94132",3 - Lake Shore,3010,1555000,1594088,39088,0.024520603630414382,Pros - 1: year_sold = 2018 2: baths = 3.0   Cons - 1: latitude = 37.731995 2: rooms = 8.0 
342,"1909 Judah St, San Francisco, CA 94122",2 - Central Sunset,2050,1181000,1235126,54126,0.043822249713794385,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1041223 2: baths = 1.0 
343,"487 23rd Ave, San Francisco, CA 94121",1 - Central Richmond,1010,1517500,1646230,128730,0.07819684977190308,Pros - 1: year_sold = 2018 2: latitude = 37.778603000000004   Cons - 1: baths = 1.0 2: nid = 1010 
344,"1825 Moraga St, San Francisco, CA 94122",2 - Central Sunset,2050,1425000,1356510,-68489,-0.050489122822537244,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1226502 2: baths = 1.0 
345,"2314 25th Ave, San Francisco, CA 94116",2 - Parkside,2040,1907000,1570619,-336380,-0.21417033666344287,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: nid = 2040 2: lot_sf = 2347.0 
346,"2343 25th Ave, San Francisco, CA 94116-2338",2 - Parkside,2040,1300000,1391481,91481,0.06574362136457487,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1384324 2: baths = 1.0 
347,"1559 24th Ave, San Francisco, CA 94122-3313",2 - Central Sunset,2050,1480000,1446833,-33166,-0.02292317081515282,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1333437 2: baths = 1.0 
348,"1542 24th Ave, San Francisco, CA 94122",2 - Central Sunset,2050,1575000,1482116,-92883,-0.06266918378858335,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1333437 2: baths = 1.0 
349,"722 23rd Ave, San Francisco, CA 94121",1 - Central Richmond,1010,1778000,1939140,161140,0.08309869323514547,Pros - 1: year_sold = 2018 2: comp_price = 2168220   Cons - 1: baths = 1.25 2: nid = 1010 
350,"1686 24th Ave, San Francisco, CA 94122",2 - Central Sunset,2050,1850000,1873645,23645,0.012619786565758188,Pros - 1: year_sold = 2018 2: baths = 5.0   Cons - 1: rooms = 9.0 2: beds = 5 
351,"1718 24th Ave, San Francisco, CA 94122",2 - Central Sunset,2050,1800000,1737306,-62693,-0.03608633136591942,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: nid = 2050 2: longitude = -122.481926 
352,"2983 26th Ave, San Francisco, CA 94132-1543",3 - Merced Manor,3060,1600000,1387015,-212984,-0.15355565729281948,Pros - 1: year_sold = 2018 2: lot_sf = 4399.0   Cons - 1: comp_price = 1237145 2: baths = 1.0 
353,"122 22nd Ave, San Francisco, CA 94121",1 - Lake Street,1040,2148122,2203786,55664,0.02525835085620836,Pros - 1: year_sold = 2018 2: comp_price = 2296213   Cons - 1: nid = 1040 2: longitude = -122.48188 
354,"3021 26th Ave, San Francisco, CA 94132",3 - Merced Manor,3060,1900000,1674821,-225178,-0.13444899484780762,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: latitude = 37.732113 2: nid = 3060 
355,"152 22nd Ave, San Francisco, CA 94121",1 - Lake Street,1040,2200000,2184345,-15654,-0.007166450354682983,Pros - 1: year_sold = 2018 2: comp_price = 2327243   Cons - 1: baths = 1.25 2: nid = 1040 
356,"3060 26th Ave, San Francisco, CA 94132",3 - Merced Manor,3060,2600000,2003713,-596286,-0.2975905231936909,Pros - 1: year_sold = 2018 2: baths = 4.5   Cons - 1: rooms = 8.5 2: latitude = 37.73168 
357,"3136-3138 Anza St, San Francisco, CA 94121",1 - Central Richmond,1010,2000000,2106630,106630,0.050616387310538635,Pros - 1: year_sold = 2018 2: comp_price = 2148318   Cons - 1: rooms = 11.0 2: nid = 1010 
358,"35 Gabilan Way, San Francisco, CA 94132",3 - Pine Lake Park,3030,2170000,1828410,-341589,-0.1868229773409684,Pros - 1: year_sold = 2018 2: comp_price = 1875764   Cons - 1: nid = 3030 2: latitude = 37.734955 
359,"1246 23rd Ave, San Francisco, CA 94122",2 - Central Sunset,2050,2195000,1793938,-401061,-0.22356458249950667,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: nid = 2050 2: beds = 4 
360,"1246 23rd Ave, San Francisco, CA 94122",2 - Central Sunset,2050,2950000,2157122,-792877,-0.36756242808705303,Pros - 1: year_sold = 2018 2: comp_price = 2125506   Cons - 1: nid = 2050 2: beds = 4 
361,"1286 23rd Ave, San Francisco, CA 94122",2 - Central Sunset,2050,1200000,1268882,68882,0.05428558368705679,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1027547 2: baths = 1.0 
362,"502 22nd Ave, San Francisco, CA 94121",1 - Central Richmond,1010,1700000,1452365,-247634,-0.17050397110919088,Pros - 1: year_sold = 2018 2: latitude = 37.77813   Cons - 1: comp_price = 1450261 2: lot_sf = 1437.0 
363,"510 22nd Ave, San Francisco, CA 94121",1 - Central Richmond,1010,1750000,1449746,-300253,-0.2071073139708611,Pros - 1: year_sold = 2018 2: latitude = 37.778003999999996   Cons - 1: comp_price = 1364407 2: lot_sf = 1440.0 
364,"1351 23rd Ave, San Francisco, CA 94122",2 - Central Sunset,2050,1425000,1350722,-74277,-0.054990590217676175,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1264408 2: baths = 1.0 
365,"4630 Fulton St, San Francisco, CA 94121-3720",1 - Central Richmond,1010,1980000,1841888,-138111,-0.07498338661199812,Pros - 1: year_sold = 2018 2: comp_price = 1839152   Cons - 1: nid = 1010 2: rooms = 8.0 
366,"543 22nd Ave, San Francisco, CA 94121",1 - Central Richmond,1010,2350000,2054154,-295845,-0.14402279478559057,Pros - 1: year_sold = 2018 2: baths = 4.5   Cons - 1: nid = 1010 2: beds = 4 
367,"2023 Lake St, San Francisco, CA 94121",1 - Lake Street,1040,2475000,2106166,-368833,-0.17512057454160784,Pros - 1: year_sold = 2018 2: comp_price = 2065208   Cons - 1: nid = 1040 2: longitude = -122.48115 
368,"3040 25th Ave, San Francisco, CA 94132",3 - Merced Manor,3060,1510000,1277192,-232807,-0.182280346259607,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1045061 2: latitude = 37.731915 
369,"3075 25th Ave, San Francisco, CA 94132",3 - Merced Manor,3060,1550000,1346986,-203013,-0.15071648851584205,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1333797 2: baths = 1.0 
370,"2510 24th Ave, San Francisco, CA 94116-3036",2 - Parkside,2040,1380000,1363381,-16618,-0.01218881589225609,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1349053 2: baths = 1.0 
371,"1830 23rd Ave, San Francisco, CA 94122",2 - Central Sunset,2050,1450000,1262358,-187641,-0.14864325334017767,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1084180 2: baths = 1.0 
372,"1879 23rd Ave, San Francisco, CA 94122",2 - Central Sunset,2050,1720000,1625665,-94334,-0.05802794548692381,Pros - 1: year_sold = 2018 2: baths = 3.0   Cons - 1: comp_price = 1514230 2: nid = 2050 
373,"1890 23rd Ave, San Francisco, CA 94122",2 - Central Sunset,2050,1450000,1332614,-117385,-0.0880862725440375,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1196827 2: lot_sf = 2063.0 
374,"1915 23rd Ave, San Francisco, CA 94116",2 - Parkside,2040,1550000,1755370,205370,0.11699527734893499,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: nid = 2040 2: lot_sf = 2250.0 
375,"1954 23rd Ave, San Francisco, CA 94116",2 - Parkside,2040,1760000,1607487,-152512,-0.0948760394329783,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: rooms = 9.0 2: nid = 2040 
376,"2010 23rd Ave, San Francisco, CA 94116",2 - Parkside,2040,1910000,2014794,104794,0.052012265273769925,Pros - 1: year_sold = 2018 2: comp_price = 2006083   Cons - 1: beds = 5 2: lot_sf = 2050.0 
377,"1239 22nd Ave, San Francisco, CA 94122",2 - Central Sunset,2050,1810000,1490916,-319083,-0.21401809357468832,Pros - 1: year_sold = 2018 2: latitude = 37.764507   Cons - 1: comp_price = 1362033 2: baths = 1.0 
378,"2032 Cabrillo St, San Francisco, CA 94121",1 - Central Richmond,1010,2175000,2198320,23320,0.010608100731467666,Pros - 1: year_sold = 2018 2: comp_price = 2260724   Cons - 1: nid = 1010 2: rooms = 7.5 
379,"2070 23rd Ave, San Francisco, CA 94116",2 - Parkside,2040,1225000,1320439,95439,0.0722782347385983,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1241815 2: baths = 1.0 
380,"1330 22nd Ave, San Francisco, CA 94122",2 - Central Sunset,2050,2250000,1768964,-481035,-0.2719303501936727,Pros - 1: year_sold = 2018 2: comp_price = 1851537   Cons - 1: nid = 2050 2: rooms = 8.0 
381,"3075 24th Ave, San Francisco, CA 94132",3 - Merced Manor,3060,1670000,1601245,-68754,-0.042937838994032765,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: baths = 1.0 2: latitude = 37.731970000000004 
382,"678 21st Ave, San Francisco, CA 94121",1 - Central Richmond,1010,2650000,2234449,-415550,-0.18597426032100084,Pros - 1: comp_price = 2385888 2: year_sold = 2018   Cons - 1: rooms = 12.0 2: nid = 1010 
383,"1571 22nd Ave, San Francisco, CA 94122",2 - Central Sunset,2050,1450000,1415215,-34784,-0.02457859759824479,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1335621 2: baths = 1.0 
384,"162 20th Ave, San Francisco, CA 94121-1308",1 - Lake Street,1040,1670000,1827630,157630,0.08624831065368811,Pros - 1: year_sold = 2018 2: latitude = 37.784847   Cons - 1: baths = 1.0 2: nid = 1040 
385,"2647 23rd Ave, San Francisco, CA 94116",2 - Parkside,2040,1310000,1525772,215772,0.14141824597646308,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: baths = 1.0 2: nid = 2040 
386,"2659 23rd Ave, San Francisco, CA 94116",2 - Parkside,2040,1800000,1437681,-362318,-0.25201557230011384,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1449669 2: nid = 2040 
387,"262 20th Ave, San Francisco, CA 94121",1 - Central Richmond,1010,1915000,1979671,64671,0.032667549304909754,Pros - 1: year_sold = 2018 2: comp_price = 1964542   Cons - 1: nid = 1010 2: longitude = -122.47956 
388,"1967 22nd Ave, San Francisco, CA 94122",2 - Parkside,2040,1300000,1372284,72284,0.05267422778375322,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1276465 2: baths = 1.0 
389,"2039 22nd Ave, San Francisco, CA 94116",2 - Parkside,2040,1361000,1372890,11890,0.008660562754481422,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1333413 2: baths = 1.0 
390,"1339 21st Ave, San Francisco, CA 94122",2 - Central Sunset,2050,1710000,1413444,-296555,-0.20981022240711342,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1215969 2: baths = 1.25 
391,"515 20th Ave, San Francisco, CA 94121",1 - Central Richmond,1010,2300000,2012155,-287844,-0.14305259783664778,Pros - 1: year_sold = 2018 2: baths = 4.5   Cons - 1: lot_sf = 1560.0 2: nid = 1010 
392,"527 20th Ave, San Francisco, CA 94121",1 - Central Richmond,1010,1958000,1727595,-230404,-0.13336690601674583,Pros - 1: year_sold = 2018 2: latitude = 37.777843   Cons - 1: nid = 1010 2: rooms = 8.0 
393,"1354 21st Ave, San Francisco, CA 94121",2 - Central Sunset,2050,1450000,1421755,-28244,-0.019865588656273407,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1198811 2: baths = 1.0 
394,"2278 22nd Ave, San Francisco, CA 94116",2 - Parkside,2040,1305000,1507794,202794,0.13449715279408195,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1418366 2: nid = 2040 
395,"2005 21st Ave, San Francisco, CA 94116",2 - Parkside,2040,1000000,1248031,248031,0.19873785186425658,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1156058 2: baths = 1.0 
396,"1027 Santiago St, San Francisco, CA 94116",2 - Parkside,2040,1650000,1572842,-77157,-0.04905578564153297,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: lot_sf = 1658.0 2: nid = 2040 
397,"2110 21st Ave, San Francisco, CA 94116",2 - Parkside,2040,1425000,1223568,-201431,-0.16462591372118263,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1277836 2: baths = 1.0 
398,"2146 21st Ave, San Francisco, CA 94116",2 - Parkside,2040,1500000,1319594,-180405,-0.13671250399744164,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1206985 2: baths = 1.0 
399,"2163 21st Ave, San Francisco, CA 94116",2 - Parkside,2040,1575000,1431865,-143134,-0.09996333453223594,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1374840 2: baths = 1.0 
400,"1440 Moraga St, San Francisco, CA 94122",2 - Central Sunset,2050,1380000,1295801,-84198,-0.06497756985833474,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1163819 2: baths = 1.0 
401,"575 19th Ave, San Francisco, CA 94121",1 - Central Richmond,1010,1800000,1525879,-274120,-0.1796472721624716,Pros - 1: year_sold = 2018 2: latitude = 37.777126   Cons - 1: comp_price = 1308283 2: nid = 1010 
402,"2940 22nd Ave, San Francisco, CA 94132",3 - Merced Manor,3060,2105888,1923292,-182595,-0.0949387820466159,Pros - 1: year_sold = 2018 2: comp_price = 1964323   Cons - 1: latitude = 37.733707 2: nid = 3060 
403,"1527 20th Ave, San Francisco, CA 94122",2 - Central Sunset,2050,1120000,1408063,288063,0.20458104502426383,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1286115 2: baths = 1.0 
404,"2425 21st Ave, San Francisco, CA 94116-2409",2 - Parkside,2040,2000000,1696585,-303414,-0.1788380776677856,Pros - 1: year_sold = 2018 2: baths = 3.0   Cons - 1: beds = 5 2: nid = 2040 
405,"1855 20th Ave, San Francisco, CA 94122",2 - Central Sunset,2050,1450000,1456593,6593,0.0045263158617403765,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1299365 2: nid = 2050 
406,"180 18th Ave, San Francisco, CA 94121",1 - Lake Street,1040,1000000,1335576,335576,0.25125938171994705,Pros - 1: year_sold = 2018 2: latitude = 37.784657   Cons - 1: comp_price = 1254537 2: lot_sf = 1440.0 
407,"1118 Quintara St, San Francisco, CA 94116-1227",2 - Parkside,2040,1100000,1239473,139473,0.11252604937743703,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1112576 2: lot_sf = 1873.0 
408,"1957 20th Ave, San Francisco, CA 94116",2 - Parkside,2040,1450000,1377721,-72278,-0.05246200065180105,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1259562 2: baths = 1.0 
409,"2039 20th Ave, San Francisco, CA 94116",2 - Parkside,2040,1480000,1578885,98885,0.06262964053746789,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: nid = 2040 2: rooms = 8.0 
410,"255 Summit Way, San Francisco, CA 94132",3 - Stonestown,3040,1600000,1391896,-208103,-0.14951045193031665,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: latitude = 37.71492 2: lot_sf = 1427.0 
411,"2153 20th Ave, San Francisco, CA 94116",2 - Parkside,2040,1650000,1960176,310176,0.15823885202145113,Pros - 1: year_sold = 2018 2: comp_price = 1918899   Cons - 1: nid = 2040 2: longitude = -122.47708999999999 
412,"1933 Ulloa St, San Francisco, CA 94116-2414",2 - Parkside,2040,1335000,1455756,120756,0.08295071426805041,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: baths = 1.0 2: nid = 2040 
413,"648 18th Ave, San Francisco, CA 94121",1 - Central Richmond,1010,1375000,1587922,212922,0.13408845018835938,Pros - 1: year_sold = 2018 2: latitude = 37.775729999999996   Cons - 1: baths = 1.0 2: comp_price = 1487719 
414,"2457 20th Ave, San Francisco, CA 94116",2 - Parkside,2040,1325000,1458315,133315,0.09141714924416193,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1288836 2: nid = 2040 
415,"1751 19th Ave, San Francisco, CA 94122",2 - Inner Sunset,2060,1150000,1732300,582300,0.3361427004560411,Pros - 1: year_sold = 2018 2: baths = 3.0   Cons - 1: nid = 2060 2: rooms = 7.0 
416,"1672 19th Ave, San Francisco, CA 94122",2 - Inner Sunset,2060,1100000,1251528,151528,0.12107439865508403,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1166328 2: baths = 1.0 
417,"2691 20th Ave, San Francisco, CA 94116",2 - Parkside,2040,1450000,1791852,341852,0.1907813814980255,Pros - 1: year_sold = 2018 2: comp_price = 1979919   Cons - 1: lot_sf = 2060.0 2: nid = 2040 
418,"352 17th Ave, San Francisco, CA 94121",1 - Central Richmond,1010,2141000,2351307,210307,0.08944259511837459,Pros - 1: comp_price = 2573489 2: year_sold = 2018   Cons - 1: nid = 1010 2: beds = 4 
419,"368 17th Ave, San Francisco, CA 94121",1 - Central Richmond,1010,1810000,1818700,8700,0.004783636663550888,Pros - 1: year_sold = 2018 2: latitude = 37.78118   Cons - 1: baths = 1.0 2: nid = 1010 
420,"4146 Fulton St, San Francisco, CA 94121",1 - Central Richmond,1010,1994146,2089213,95067,0.04550373753178828,Pros - 1: year_sold = 2018 2: comp_price = 2223044   Cons - 1: lot_sf = 1498.0 2: rooms = 9.0 
421,"511 17th Ave, San Francisco, CA 94121",1 - Central Richmond,1010,1775000,1825069,50069,0.02743403126128382,Pros - 1: year_sold = 2018 2: latitude = 37.778248   Cons - 1: nid = 1010 2: longitude = -122.47600600000001 
